node_name,timestamp,trigger_reason,confidence,entry_price,node_type,tags,workflow_matches,validation_status,meta_total_workflow_steps,meta_matched_conditions,meta_data_row_index,meta_volume,meta_time_of_day
Block Order Footprint Detection,2024-08-06 16:00:00,"4/4 conditions met: Large print/block detected (size: 13190, vol: 8229); Volume/footprint activity (spike: False, clusters: 1); Gamma/OI detected (141)",High,1.09175,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",4,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 13190, vol: 8229)'}, {'step': 2, 'description': 'Enter on expansion after final absorption or “push.”', 'reason': 'Volume/footprint activity (spike: False, clusters: 1)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (141)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 2584891)'}]",60,8229,16.0
Dark Pool Signature / Block Print Node,2024-08-06 16:00:00,"3/4 conditions met: Large print/block detected (size: 13190, vol: 8229); Volume/footprint activity (spike: False, clusters: 1); Large print/block detected (size: 13190, vol: 8229)",High,1.09175,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 13190, vol: 8229)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: False, clusters: 1)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 13190, vol: 8229)'}]",60,8229,16.0
Gamma Pin / Dealer Magnet Edge,2024-08-06 16:00:00,4/4 conditions met: Gamma/OI detected (141); Gamma/OI detected (141); Gamma/OI detected (141),High (with data),1.09175,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (141)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (141)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (141)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (141)'}]",60,8229,16.0
Block Order Footprint Detection,2024-08-06 17:00:00,"4/4 conditions met: Large print/block detected (size: 8430, vol: 9325); Volume/footprint activity (spike: False, clusters: 3); Gamma/OI detected (235)",High,1.09327,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",4,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 8430, vol: 9325)'}, {'step': 2, 'description': 'Enter on expansion after final absorption or “push.”', 'reason': 'Volume/footprint activity (spike: False, clusters: 3)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (235)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 2926372)'}]",61,9325,17.0
Dark Pool Signature / Block Print Node,2024-08-06 17:00:00,"3/4 conditions met: Large print/block detected (size: 8430, vol: 9325); Volume/footprint activity (spike: False, clusters: 3); Large print/block detected (size: 8430, vol: 9325)",High,1.09327,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 8430, vol: 9325)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: False, clusters: 3)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 8430, vol: 9325)'}]",61,9325,17.0
Gamma Pin / Dealer Magnet Edge,2024-08-06 17:00:00,4/4 conditions met: Gamma/OI detected (235); Gamma/OI detected (235); Gamma/OI detected (235),High (with data),1.09327,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (235)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (235)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (235)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (235)'}]",61,9325,17.0
Block Order Footprint Detection,2024-08-06 18:00:00,"4/4 conditions met: Large print/block detected (size: 444, vol: 6586); Volume/footprint activity (spike: False, clusters: 4); Gamma/OI detected (79)",High,1.09242,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",4,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 444, vol: 6586)'}, {'step': 2, 'description': 'Enter on expansion after final absorption or “push.”', 'reason': 'Volume/footprint activity (spike: False, clusters: 4)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (79)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 2067922)'}]",62,6586,18.0
Dark Pool Signature / Block Print Node,2024-08-06 18:00:00,"3/4 conditions met: Large print/block detected (size: 444, vol: 6586); Volume/footprint activity (spike: False, clusters: 4); Large print/block detected (size: 444, vol: 6586)",High,1.09242,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 444, vol: 6586)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: False, clusters: 4)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 444, vol: 6586)'}]",62,6586,18.0
Gamma Pin / Dealer Magnet Edge,2024-08-06 18:00:00,4/4 conditions met: Gamma/OI detected (79); Gamma/OI detected (79); Gamma/OI detected (79),High (with data),1.09242,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (79)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (79)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (79)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (79)'}]",62,6586,18.0
Block Order Footprint Detection,2024-08-06 19:00:00,"4/4 conditions met: Large print/block detected (size: 92, vol: 5398); Volume/footprint activity (spike: False, clusters: 3); Gamma/OI detected (192)",High,1.09267,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",4,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 92, vol: 5398)'}, {'step': 2, 'description': 'Enter on expansion after final absorption or “push.”', 'reason': 'Volume/footprint activity (spike: False, clusters: 3)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (192)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 1694639)'}]",63,5398,19.0
Dark Pool Signature / Block Print Node,2024-08-06 19:00:00,"3/4 conditions met: Large print/block detected (size: 92, vol: 5398); Volume/footprint activity (spike: False, clusters: 3); Large print/block detected (size: 92, vol: 5398)",High,1.09267,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 92, vol: 5398)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: False, clusters: 3)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 92, vol: 5398)'}]",63,5398,19.0
Gamma Pin / Dealer Magnet Edge,2024-08-06 19:00:00,4/4 conditions met: Gamma/OI detected (192); Gamma/OI detected (192); Gamma/OI detected (192),High (with data),1.09267,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (192)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (192)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (192)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (192)'}]",63,5398,19.0
Block Order Footprint Detection,2024-08-06 20:00:00,"4/4 conditions met: Large print/block detected (size: 1973, vol: 4162); Volume/footprint activity (spike: False, clusters: 2); Gamma/OI detected (146)",High,1.09248,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",4,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 1973, vol: 4162)'}, {'step': 2, 'description': 'Enter on expansion after final absorption or “push.”', 'reason': 'Volume/footprint activity (spike: False, clusters: 2)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (146)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 1306767)'}]",64,4162,20.0
Dark Pool Signature / Block Print Node,2024-08-06 20:00:00,"3/4 conditions met: Large print/block detected (size: 1973, vol: 4162); Volume/footprint activity (spike: False, clusters: 2); Large print/block detected (size: 1973, vol: 4162)",High,1.09248,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 1973, vol: 4162)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: False, clusters: 2)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 1973, vol: 4162)'}]",64,4162,20.0
Gamma Pin / Dealer Magnet Edge,2024-08-06 20:00:00,4/4 conditions met: Gamma/OI detected (146); Gamma/OI detected (146); Gamma/OI detected (146),High (with data),1.09248,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (146)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (146)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (146)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (146)'}]",64,4162,20.0
Block Order Footprint Detection,2024-08-06 21:00:00,"4/4 conditions met: Large print/block detected (size: 1982, vol: 3746); Volume/footprint activity (spike: False, clusters: 4); Gamma/OI detected (117)",High,1.09275,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",4,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 1982, vol: 3746)'}, {'step': 2, 'description': 'Enter on expansion after final absorption or “push.”', 'reason': 'Volume/footprint activity (spike: False, clusters: 4)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (117)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 1175954)'}]",65,3746,21.0
Dark Pool Signature / Block Print Node,2024-08-06 21:00:00,"3/4 conditions met: Large print/block detected (size: 1982, vol: 3746); Volume/footprint activity (spike: False, clusters: 4); Large print/block detected (size: 1982, vol: 3746)",High,1.09275,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 1982, vol: 3746)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: False, clusters: 4)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 1982, vol: 3746)'}]",65,3746,21.0
Gamma Pin / Dealer Magnet Edge,2024-08-06 21:00:00,4/4 conditions met: Gamma/OI detected (117); Gamma/OI detected (117); Gamma/OI detected (117),High (with data),1.09275,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (117)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (117)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (117)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (117)'}]",65,3746,21.0
Block Order Footprint Detection,2024-08-06 22:00:00,"4/4 conditions met: Large print/block detected (size: 1230, vol: 5267); Volume/footprint activity (spike: False, clusters: 1); Gamma/OI detected (70)",High,1.09288,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",4,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 1230, vol: 5267)'}, {'step': 2, 'description': 'Enter on expansion after final absorption or “push.”', 'reason': 'Volume/footprint activity (spike: False, clusters: 1)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (70)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 1653295)'}]",66,5267,22.0
Dark Pool Signature / Block Print Node,2024-08-06 22:00:00,"3/4 conditions met: Large print/block detected (size: 1230, vol: 5267); Volume/footprint activity (spike: False, clusters: 1); Large print/block detected (size: 1230, vol: 5267)",High,1.09288,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 1230, vol: 5267)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: False, clusters: 1)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 1230, vol: 5267)'}]",66,5267,22.0
Gamma Pin / Dealer Magnet Edge,2024-08-06 22:00:00,4/4 conditions met: Gamma/OI detected (70); Gamma/OI detected (70); Gamma/OI detected (70),High (with data),1.09288,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (70)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (70)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (70)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (70)'}]",66,5267,22.0
Block Order Footprint Detection,2024-08-06 23:00:00,"4/4 conditions met: Large print/block detected (size: 352, vol: 2052); Volume/footprint activity (spike: False, clusters: 2); Gamma/OI detected (295)",High,1.09278,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",4,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 352, vol: 2052)'}, {'step': 2, 'description': 'Enter on expansion after final absorption or “push.”', 'reason': 'Volume/footprint activity (spike: False, clusters: 2)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (295)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 644157)'}]",67,2052,23.0
Dark Pool Signature / Block Print Node,2024-08-06 23:00:00,"3/4 conditions met: Large print/block detected (size: 352, vol: 2052); Volume/footprint activity (spike: False, clusters: 2); Large print/block detected (size: 352, vol: 2052)",High,1.09278,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 352, vol: 2052)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: False, clusters: 2)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 352, vol: 2052)'}]",67,2052,23.0
Gamma Pin / Dealer Magnet Edge,2024-08-06 23:00:00,4/4 conditions met: Gamma/OI detected (295); Gamma/OI detected (295); Gamma/OI detected (295),High (with data),1.09278,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (295)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (295)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (295)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (295)'}]",67,2052,23.0
Block Order Footprint Detection,2024-08-07 00:00:00,"4/4 conditions met: Large print/block detected (size: 902, vol: 643); Volume/footprint activity (spike: False, clusters: 3); Gamma/OI detected (310)",High,1.09274,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",4,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 902, vol: 643)'}, {'step': 2, 'description': 'Enter on expansion after final absorption or “push.”', 'reason': 'Volume/footprint activity (spike: False, clusters: 3)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (310)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 201853)'}]",68,643,0.0
Dark Pool Signature / Block Print Node,2024-08-07 00:00:00,"3/4 conditions met: Large print/block detected (size: 902, vol: 643); Volume/footprint activity (spike: False, clusters: 3); Large print/block detected (size: 902, vol: 643)",High,1.09274,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 902, vol: 643)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: False, clusters: 3)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 902, vol: 643)'}]",68,643,0.0
Gamma Pin / Dealer Magnet Edge,2024-08-07 00:00:00,4/4 conditions met: Gamma/OI detected (310); Gamma/OI detected (310); Gamma/OI detected (310),High (with data),1.09274,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (310)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (310)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (310)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (310)'}]",68,643,0.0
Block Order Footprint Detection,2024-08-07 01:00:00,"4/4 conditions met: Large print/block detected (size: 1355, vol: 1866); Volume/footprint activity (spike: False, clusters: 4); Gamma/OI detected (62)",High,1.09283,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",4,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 1355, vol: 1866)'}, {'step': 2, 'description': 'Enter on expansion after final absorption or “push.”', 'reason': 'Volume/footprint activity (spike: False, clusters: 4)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (62)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 585750)'}]",69,1866,1.0
Dark Pool Signature / Block Print Node,2024-08-07 01:00:00,"3/4 conditions met: Large print/block detected (size: 1355, vol: 1866); Volume/footprint activity (spike: False, clusters: 4); Large print/block detected (size: 1355, vol: 1866)",High,1.09283,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 1355, vol: 1866)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: False, clusters: 4)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 1355, vol: 1866)'}]",69,1866,1.0
Gamma Pin / Dealer Magnet Edge,2024-08-07 01:00:00,4/4 conditions met: Gamma/OI detected (62); Gamma/OI detected (62); Gamma/OI detected (62),High (with data),1.09283,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (62)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (62)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (62)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (62)'}]",69,1866,1.0
Block Order Footprint Detection,2024-08-07 02:00:00,"4/4 conditions met: Large print/block detected (size: 1840, vol: 1884); Volume/footprint activity (spike: False, clusters: 1); Gamma/OI detected (145)",High,1.09248,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",4,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 1840, vol: 1884)'}, {'step': 2, 'description': 'Enter on expansion after final absorption or “push.”', 'reason': 'Volume/footprint activity (spike: False, clusters: 1)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (145)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 591530)'}]",70,1884,2.0
Dark Pool Signature / Block Print Node,2024-08-07 02:00:00,"3/4 conditions met: Large print/block detected (size: 1840, vol: 1884); Volume/footprint activity (spike: False, clusters: 1); Large print/block detected (size: 1840, vol: 1884)",High,1.09248,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 1840, vol: 1884)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: False, clusters: 1)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 1840, vol: 1884)'}]",70,1884,2.0
Gamma Pin / Dealer Magnet Edge,2024-08-07 02:00:00,4/4 conditions met: Gamma/OI detected (145); Gamma/OI detected (145); Gamma/OI detected (145),High (with data),1.09248,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (145)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (145)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (145)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (145)'}]",70,1884,2.0
Block Order Footprint Detection,2024-08-07 03:00:00,"4/4 conditions met: Large print/block detected (size: 861, vol: 2816); Volume/footprint activity (spike: False, clusters: 2); Gamma/OI detected (109)",High,1.09287,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",4,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 861, vol: 2816)'}, {'step': 2, 'description': 'Enter on expansion after final absorption or “push.”', 'reason': 'Volume/footprint activity (spike: False, clusters: 2)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (109)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 883939)'}]",71,2816,3.0
Dark Pool Signature / Block Print Node,2024-08-07 03:00:00,"3/4 conditions met: Large print/block detected (size: 861, vol: 2816); Volume/footprint activity (spike: False, clusters: 2); Large print/block detected (size: 861, vol: 2816)",High,1.09287,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 861, vol: 2816)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: False, clusters: 2)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 861, vol: 2816)'}]",71,2816,3.0
Gamma Pin / Dealer Magnet Edge,2024-08-07 03:00:00,4/4 conditions met: Gamma/OI detected (109); Gamma/OI detected (109); Gamma/OI detected (109),High (with data),1.09287,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (109)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (109)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (109)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (109)'}]",71,2816,3.0
