node_name,confidence,entry_timestamp,entry_price,exit_timestamp,exit_price,exit_reason,position_size,stop_loss,take_profit,pnl_points,pnl_percent,duration_held,trigger_reason,tags,workflow_matches,status
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-06 21:00:00,1.09275,2024-08-07 17:00:00,1.09308,TIMEOUT,10.0,1.0877500000000002,1.1119999999999997,0.0032999999999994145,0.3019903912147714,20,4/4 conditions met: Gamma/OI detected (117); Gamma/OI detected (117); Gamma/OI detected (117),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-06 22:00:00,1.09288,2024-08-07 18:00:00,1.09237,TIMEOUT,10.0,1.0878800000000002,1.1103799999999997,-0.0051000000000001044,-0.466656906522226,20,"4/4 conditions met: Large print/block detected (size: 1230, vol: 5267); Volume/footprint activity (spike: False, clusters: 1); Gamma/OI detected (70)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-06 22:00:00,1.09288,2024-08-07 18:00:00,1.09237,TIMEOUT,10.0,1.0878800000000002,1.1103799999999997,-0.0051000000000001044,-0.466656906522226,20,"3/4 conditions met: Large print/block detected (size: 1230, vol: 5267); Volume/footprint activity (spike: False, clusters: 1); Large print/block detected (size: 1230, vol: 5267)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-06 22:00:00,1.09288,2024-08-07 18:00:00,1.09237,TIMEOUT,10.0,1.0878800000000002,1.1121299999999996,-0.0051000000000001044,-0.466656906522226,20,4/4 conditions met: Gamma/OI detected (70); Gamma/OI detected (70); Gamma/OI detected (70),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-06 23:00:00,1.09278,2024-08-07 19:00:00,1.09213,TIMEOUT,10.0,1.0877800000000002,1.1102799999999997,-0.006500000000000394,-0.5948132286462411,20,"4/4 conditions met: Large print/block detected (size: 352, vol: 2052); Volume/footprint activity (spike: False, clusters: 2); Gamma/OI detected (295)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-06 23:00:00,1.09278,2024-08-07 19:00:00,1.09213,TIMEOUT,10.0,1.0877800000000002,1.1102799999999997,-0.006500000000000394,-0.5948132286462411,20,"3/4 conditions met: Large print/block detected (size: 352, vol: 2052); Volume/footprint activity (spike: False, clusters: 2); Large print/block detected (size: 352, vol: 2052)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-06 23:00:00,1.09278,2024-08-07 19:00:00,1.09213,TIMEOUT,10.0,1.0877800000000002,1.1120299999999996,-0.006500000000000394,-0.5948132286462411,20,4/4 conditions met: Gamma/OI detected (295); Gamma/OI detected (295); Gamma/OI detected (295),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-07 00:00:00,1.09274,2024-08-07 20:00:00,1.09213,TIMEOUT,10.0,1.0877400000000002,1.1102399999999997,-0.006099999999999994,-0.5582297710342803,20,"4/4 conditions met: Large print/block detected (size: 902, vol: 643); Volume/footprint activity (spike: False, clusters: 3); Gamma/OI detected (310)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-07 00:00:00,1.09274,2024-08-07 20:00:00,1.09213,TIMEOUT,10.0,1.0877400000000002,1.1102399999999997,-0.006099999999999994,-0.5582297710342803,20,"3/4 conditions met: Large print/block detected (size: 902, vol: 643); Volume/footprint activity (spike: False, clusters: 3); Large print/block detected (size: 902, vol: 643)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-07 00:00:00,1.09274,2024-08-07 20:00:00,1.09213,TIMEOUT,10.0,1.0877400000000002,1.1119899999999996,-0.006099999999999994,-0.5582297710342803,20,4/4 conditions met: Gamma/OI detected (310); Gamma/OI detected (310); Gamma/OI detected (310),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-07 01:00:00,1.09283,2024-08-07 21:00:00,1.09213,TIMEOUT,10.0,1.08783,1.1103299999999996,-0.006999999999999229,-0.6405387846233384,20,"4/4 conditions met: Large print/block detected (size: 1355, vol: 1866); Volume/footprint activity (spike: False, clusters: 4); Gamma/OI detected (62)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-07 01:00:00,1.09283,2024-08-07 21:00:00,1.09213,TIMEOUT,10.0,1.08783,1.1103299999999996,-0.006999999999999229,-0.6405387846233384,20,"3/4 conditions met: Large print/block detected (size: 1355, vol: 1866); Volume/footprint activity (spike: False, clusters: 4); Large print/block detected (size: 1355, vol: 1866)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-07 01:00:00,1.09283,2024-08-07 21:00:00,1.09213,TIMEOUT,10.0,1.08783,1.1120799999999995,-0.006999999999999229,-0.6405387846233384,20,4/4 conditions met: Gamma/OI detected (62); Gamma/OI detected (62); Gamma/OI detected (62),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-07 02:00:00,1.09248,2024-08-07 22:00:00,1.09223,TIMEOUT,10.0,1.08748,1.1099799999999995,-0.0024999999999986144,-0.2288371411832358,20,"4/4 conditions met: Large print/block detected (size: 1840, vol: 1884); Volume/footprint activity (spike: False, clusters: 1); Gamma/OI detected (145)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-07 02:00:00,1.09248,2024-08-07 22:00:00,1.09223,TIMEOUT,10.0,1.08748,1.1099799999999995,-0.0024999999999986144,-0.2288371411832358,20,"3/4 conditions met: Large print/block detected (size: 1840, vol: 1884); Volume/footprint activity (spike: False, clusters: 1); Large print/block detected (size: 1840, vol: 1884)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-07 02:00:00,1.09248,2024-08-07 22:00:00,1.09223,TIMEOUT,10.0,1.08748,1.1117299999999994,-0.0024999999999986144,-0.2288371411832358,20,4/4 conditions met: Gamma/OI detected (145); Gamma/OI detected (145); Gamma/OI detected (145),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-07 03:00:00,1.09287,2024-08-07 23:00:00,1.09205,TIMEOUT,10.0,1.0878700000000001,1.1103699999999996,-0.00820000000000043,-0.7503179701154234,20,"4/4 conditions met: Large print/block detected (size: 861, vol: 2816); Volume/footprint activity (spike: False, clusters: 2); Gamma/OI detected (109)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-07 03:00:00,1.09287,2024-08-07 23:00:00,1.09205,TIMEOUT,10.0,1.0878700000000001,1.1103699999999996,-0.00820000000000043,-0.7503179701154234,20,"3/4 conditions met: Large print/block detected (size: 861, vol: 2816); Volume/footprint activity (spike: False, clusters: 2); Large print/block detected (size: 861, vol: 2816)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-07 03:00:00,1.09287,2024-08-07 23:00:00,1.09205,TIMEOUT,10.0,1.0878700000000001,1.1121199999999996,-0.00820000000000043,-0.7503179701154234,20,4/4 conditions met: Gamma/OI detected (109); Gamma/OI detected (109); Gamma/OI detected (109),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-07 04:00:00,1.09173,2024-08-08 00:00:00,1.09223,TIMEOUT,10.0,1.0867300000000002,1.1092299999999997,0.004999999999999449,0.4579886968389115,20,"4/4 conditions met: Large print/block detected (size: 5145, vol: 3817); Volume/footprint activity (spike: False, clusters: 1); Gamma/OI detected (198)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-07 04:00:00,1.09173,2024-08-08 00:00:00,1.09223,TIMEOUT,10.0,1.0867300000000002,1.1092299999999997,0.004999999999999449,0.4579886968389115,20,"3/4 conditions met: Large print/block detected (size: 5145, vol: 3817); Volume/footprint activity (spike: False, clusters: 1); Large print/block detected (size: 5145, vol: 3817)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-07 04:00:00,1.09173,2024-08-08 00:00:00,1.09223,TIMEOUT,10.0,1.0867300000000002,1.1109799999999996,0.004999999999999449,0.4579886968389115,20,4/4 conditions met: Gamma/OI detected (198); Gamma/OI detected (198); Gamma/OI detected (198),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-07 05:00:00,1.09153,2024-08-08 01:00:00,1.09258,TIMEOUT,10.0,1.08653,1.1090299999999995,0.010500000000002174,0.9619524887087094,20,"4/4 conditions met: Large print/block detected (size: 158, vol: 3721); Volume/footprint activity (spike: False, clusters: 3); Gamma/OI detected (140)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-07 05:00:00,1.09153,2024-08-08 01:00:00,1.09258,TIMEOUT,10.0,1.08653,1.1090299999999995,0.010500000000002174,0.9619524887087094,20,"3/4 conditions met: Large print/block detected (size: 158, vol: 3721); Volume/footprint activity (spike: False, clusters: 3); Large print/block detected (size: 158, vol: 3721)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-07 05:00:00,1.09153,2024-08-08 01:00:00,1.09258,TIMEOUT,10.0,1.08653,1.1107799999999994,0.010500000000002174,0.9619524887087094,20,4/4 conditions met: Gamma/OI detected (140); Gamma/OI detected (140); Gamma/OI detected (140),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-07 06:00:00,1.09149,2024-08-08 02:00:00,1.09265,TIMEOUT,10.0,1.0864900000000002,1.1089899999999997,0.011599999999998278,1.0627674096875168,20,"4/4 conditions met: Large print/block detected (size: 1977, vol: 2085); Volume/footprint activity (spike: False, clusters: 1); Gamma/OI detected (146)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-07 06:00:00,1.09149,2024-08-08 02:00:00,1.09265,TIMEOUT,10.0,1.0864900000000002,1.1089899999999997,0.011599999999998278,1.0627674096875168,20,"3/4 conditions met: Large print/block detected (size: 1977, vol: 2085); Volume/footprint activity (spike: False, clusters: 1); Large print/block detected (size: 1977, vol: 2085)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-07 06:00:00,1.09149,2024-08-08 02:00:00,1.09265,TIMEOUT,10.0,1.0864900000000002,1.1107399999999996,0.011599999999998278,1.0627674096875168,20,4/4 conditions met: Gamma/OI detected (146); Gamma/OI detected (146); Gamma/OI detected (146),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-07 07:00:00,1.09106,2024-08-08 03:00:00,1.09271,TIMEOUT,10.0,1.08606,1.1085599999999995,0.016500000000001513,1.512290799772837,20,"3/4 conditions met: Large print/block detected (size: 956, vol: 2257); Gamma/OI detected (165); Liquidity conditions met (proxy: 709276)","Block, Footprint, Breakout, Absorption",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-07 07:00:00,1.09106,2024-08-08 03:00:00,1.09271,TIMEOUT,10.0,1.08606,1.1103099999999995,0.016500000000001513,1.512290799772837,20,4/4 conditions met: Gamma/OI detected (165); Gamma/OI detected (165); Gamma/OI detected (165),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-07 08:00:00,1.09093,2024-08-08 04:00:00,1.09267,TIMEOUT,10.0,1.08593,1.1084299999999996,0.017400000000000748,1.5949694297526649,20,"4/4 conditions met: Large print/block detected (size: 23, vol: 3084); Volume/footprint activity (spike: False, clusters: 2); Gamma/OI detected (243)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-07 08:00:00,1.09093,2024-08-08 04:00:00,1.09267,TIMEOUT,10.0,1.08593,1.1084299999999996,0.017400000000000748,1.5949694297526649,20,"3/4 conditions met: Large print/block detected (size: 23, vol: 3084); Volume/footprint activity (spike: False, clusters: 2); Large print/block detected (size: 23, vol: 3084)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-07 08:00:00,1.09093,2024-08-08 04:00:00,1.09267,TIMEOUT,10.0,1.08593,1.1101799999999995,0.017400000000000748,1.5949694297526649,20,4/4 conditions met: Gamma/OI detected (243); Gamma/OI detected (243); Gamma/OI detected (243),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-07 09:00:00,1.0914,2024-08-08 05:00:00,1.09328,TIMEOUT,10.0,1.0864,1.1088999999999996,0.018800000000001038,1.7225581821514604,20,"4/4 conditions met: Large print/block detected (size: 403, vol: 4411); Volume/footprint activity (spike: False, clusters: 1); Gamma/OI detected (257)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-07 09:00:00,1.0914,2024-08-08 05:00:00,1.09328,TIMEOUT,10.0,1.0864,1.1088999999999996,0.018800000000001038,1.7225581821514604,20,"3/4 conditions met: Large print/block detected (size: 403, vol: 4411); Volume/footprint activity (spike: False, clusters: 1); Large print/block detected (size: 403, vol: 4411)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-07 09:00:00,1.0914,2024-08-08 05:00:00,1.09328,TIMEOUT,10.0,1.0864,1.1106499999999995,0.018800000000001038,1.7225581821514604,20,4/4 conditions met: Gamma/OI detected (257); Gamma/OI detected (257); Gamma/OI detected (257),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-07 10:00:00,1.09212,2024-08-08 06:00:00,1.09342,TIMEOUT,10.0,1.08712,1.1096199999999996,0.013000000000000789,1.1903453832912856,20,"4/4 conditions met: Large print/block detected (size: 13173, vol: 6367); Volume/footprint activity (spike: False, clusters: 3); Gamma/OI detected (236)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Fusion Node—Liquidity + Gamma + Time,Highest,2024-08-07 10:00:00,1.09212,2024-08-08 06:00:00,1.09342,TIMEOUT,10.0,1.08912,1.1065199999999995,0.013000000000000789,1.1903453832912856,20,4/4 conditions met: Key time window (hour: 10.0); Gamma/OI detected (236); Key time window (hour: 10.0),"Fusion, Gamma, Liquidity, Time, Confluence",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-07 10:00:00,1.09212,2024-08-08 06:00:00,1.09342,TIMEOUT,10.0,1.08712,1.1096199999999996,0.013000000000000789,1.1903453832912856,20,"3/4 conditions met: Large print/block detected (size: 13173, vol: 6367); Volume/footprint activity (spike: False, clusters: 3); Large print/block detected (size: 13173, vol: 6367)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-07 10:00:00,1.09212,2024-08-08 06:00:00,1.09342,TIMEOUT,10.0,1.08712,1.1113699999999995,0.013000000000000789,1.1903453832912856,20,4/4 conditions met: Gamma/OI detected (236); Gamma/OI detected (236); Gamma/OI detected (236),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-07 11:00:00,1.0918,2024-08-08 07:00:00,1.09307,TIMEOUT,10.0,1.0868000000000002,1.1092999999999997,0.012699999999998823,1.1632167063563676,20,"4/4 conditions met: Large print/block detected (size: 515, vol: 5034); Volume/footprint activity (spike: False, clusters: 3); Gamma/OI detected (66)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-07 11:00:00,1.0918,2024-08-08 07:00:00,1.09307,TIMEOUT,10.0,1.0868000000000002,1.1092999999999997,0.012699999999998823,1.1632167063563676,20,"3/4 conditions met: Large print/block detected (size: 515, vol: 5034); Volume/footprint activity (spike: False, clusters: 3); Large print/block detected (size: 515, vol: 5034)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-07 11:00:00,1.0918,2024-08-08 07:00:00,1.09307,TIMEOUT,10.0,1.0868000000000002,1.1110499999999996,0.012699999999998823,1.1632167063563676,20,4/4 conditions met: Gamma/OI detected (66); Gamma/OI detected (66); Gamma/OI detected (66),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-07 12:00:00,1.09126,2024-08-08 08:00:00,1.09348,TIMEOUT,10.0,1.08626,1.1087599999999995,0.022200000000001108,2.034345618826046,20,"4/4 conditions met: Large print/block detected (size: 731, vol: 4590); Volume/footprint activity (spike: False, clusters: 1); Gamma/OI detected (235)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Fusion Node—Liquidity + Gamma + Time,Highest,2024-08-07 12:00:00,1.09126,2024-08-08 08:00:00,1.09348,TIMEOUT,10.0,1.08826,1.1056599999999994,0.022200000000001108,2.034345618826046,20,4/4 conditions met: Key time window (hour: 12.0); Gamma/OI detected (235); Key time window (hour: 12.0),"Fusion, Gamma, Liquidity, Time, Confluence",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-07 12:00:00,1.09126,2024-08-08 08:00:00,1.09348,TIMEOUT,10.0,1.08626,1.1087599999999995,0.022200000000001108,2.034345618826046,20,"3/4 conditions met: Large print/block detected (size: 731, vol: 4590); Volume/footprint activity (spike: False, clusters: 1); Large print/block detected (size: 731, vol: 4590)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-07 12:00:00,1.09126,2024-08-08 08:00:00,1.09348,TIMEOUT,10.0,1.08626,1.1105099999999994,0.022200000000001108,2.034345618826046,20,4/4 conditions met: Gamma/OI detected (235); Gamma/OI detected (235); Gamma/OI detected (235),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-07 13:00:00,1.09171,2024-08-08 09:00:00,1.09418,TIMEOUT,10.0,1.08671,1.1092099999999996,0.024699999999999722,2.262505610464292,20,"4/4 conditions met: Large print/block detected (size: 1387, vol: 3891); Volume/footprint activity (spike: False, clusters: 3); Gamma/OI detected (97)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-07 13:00:00,1.09171,2024-08-08 09:00:00,1.09418,TIMEOUT,10.0,1.08671,1.1092099999999996,0.024699999999999722,2.262505610464292,20,"3/4 conditions met: Large print/block detected (size: 1387, vol: 3891); Volume/footprint activity (spike: False, clusters: 3); Large print/block detected (size: 1387, vol: 3891)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-07 13:00:00,1.09171,2024-08-08 09:00:00,1.09418,TIMEOUT,10.0,1.08671,1.1109599999999995,0.024699999999999722,2.262505610464292,20,4/4 conditions met: Gamma/OI detected (97); Gamma/OI detected (97); Gamma/OI detected (97),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-07 14:00:00,1.09223,2024-08-08 10:00:00,1.09389,TIMEOUT,10.0,1.0872300000000001,1.1097299999999997,0.016599999999999948,1.5198264101883254,20,"4/4 conditions met: Large print/block detected (size: 1405, vol: 3713); Volume/footprint activity (spike: False, clusters: 4); Gamma/OI detected (263)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-07 14:00:00,1.09223,2024-08-08 10:00:00,1.09389,TIMEOUT,10.0,1.0872300000000001,1.1097299999999997,0.016599999999999948,1.5198264101883254,20,"3/4 conditions met: Large print/block detected (size: 1405, vol: 3713); Volume/footprint activity (spike: False, clusters: 4); Large print/block detected (size: 1405, vol: 3713)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-07 14:00:00,1.09223,2024-08-08 10:00:00,1.09389,TIMEOUT,10.0,1.0872300000000001,1.1114799999999996,0.016599999999999948,1.5198264101883254,20,4/4 conditions met: Gamma/OI detected (263); Gamma/OI detected (263); Gamma/OI detected (263),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-07 15:00:00,1.09209,2024-08-08 11:00:00,1.09361,TIMEOUT,10.0,1.0870900000000001,1.1095899999999996,0.015199999999999658,1.3918266809511723,20,"4/4 conditions met: Large print/block detected (size: 531, vol: 4386); Volume/footprint activity (spike: False, clusters: 4); Gamma/OI detected (142)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-07 15:00:00,1.09209,2024-08-08 11:00:00,1.09361,TIMEOUT,10.0,1.0870900000000001,1.1095899999999996,0.015199999999999658,1.3918266809511723,20,"3/4 conditions met: Large print/block detected (size: 531, vol: 4386); Volume/footprint activity (spike: False, clusters: 4); Large print/block detected (size: 531, vol: 4386)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-07 15:00:00,1.09209,2024-08-08 11:00:00,1.09361,TIMEOUT,10.0,1.0870900000000001,1.1113399999999996,0.015199999999999658,1.3918266809511723,20,4/4 conditions met: Gamma/OI detected (142); Gamma/OI detected (142); Gamma/OI detected (142),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-07 16:00:00,1.09178,2024-08-08 12:00:00,1.0926,TIMEOUT,10.0,1.08678,1.1092799999999996,0.00820000000000043,0.7510670647933126,20,"4/4 conditions met: Large print/block detected (size: 955, vol: 4595); Volume/footprint activity (spike: False, clusters: 4); Gamma/OI detected (226)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-07 16:00:00,1.09178,2024-08-08 12:00:00,1.0926,TIMEOUT,10.0,1.08678,1.1092799999999996,0.00820000000000043,0.7510670647933126,20,"3/4 conditions met: Large print/block detected (size: 955, vol: 4595); Volume/footprint activity (spike: False, clusters: 4); Large print/block detected (size: 955, vol: 4595)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-07 16:00:00,1.09178,2024-08-08 12:00:00,1.0926,TIMEOUT,10.0,1.08678,1.1110299999999995,0.00820000000000043,0.7510670647933126,20,4/4 conditions met: Gamma/OI detected (226); Gamma/OI detected (226); Gamma/OI detected (226),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-07 17:00:00,1.09308,2024-08-08 13:00:00,1.09244,TIMEOUT,10.0,1.0880800000000002,1.1105799999999997,-0.006399999999999739,-0.58550151864454,20,"3/4 conditions met: Large print/block detected (size: 15426, vol: 4860); Gamma/OI detected (114); Liquidity conditions met (proxy: 1525347)","Block, Footprint, Breakout, Absorption",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-07 17:00:00,1.09308,2024-08-08 13:00:00,1.09244,TIMEOUT,10.0,1.0880800000000002,1.1123299999999996,-0.006399999999999739,-0.58550151864454,20,4/4 conditions met: Gamma/OI detected (114); Gamma/OI detected (114); Gamma/OI detected (114),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-07 18:00:00,1.09237,2024-08-08 14:00:00,1.09295,TIMEOUT,10.0,1.0873700000000002,1.1098699999999997,0.005800000000000249,0.5309556285874062,20,"4/4 conditions met: Large print/block detected (size: 1585, vol: 3830); Volume/footprint activity (spike: False, clusters: 1); Gamma/OI detected (165)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-07 18:00:00,1.09237,2024-08-08 14:00:00,1.09295,TIMEOUT,10.0,1.0873700000000002,1.1098699999999997,0.005800000000000249,0.5309556285874062,20,"3/4 conditions met: Large print/block detected (size: 1585, vol: 3830); Volume/footprint activity (spike: False, clusters: 1); Large print/block detected (size: 1585, vol: 3830)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-07 18:00:00,1.09237,2024-08-08 14:00:00,1.09295,TIMEOUT,10.0,1.0873700000000002,1.1116199999999996,0.005800000000000249,0.5309556285874062,20,4/4 conditions met: Gamma/OI detected (165); Gamma/OI detected (165); Gamma/OI detected (165),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Block Order Footprint Detection,High,2024-08-07 19:00:00,1.09213,2024-08-08 15:00:00,1.08966,TIMEOUT,10.0,1.0871300000000002,1.1096299999999997,-0.024699999999999722,-2.261635519580977,20,"3/4 conditions met: Large print/block detected (size: 1712, vol: 2992); Gamma/OI detected (186); Liquidity conditions met (proxy: 939622)","Block, Footprint, Breakout, Absorption",3,CLOSED_TIMEOUT
Gamma Pin / Dealer Magnet Edge,High (with data),2024-08-07 19:00:00,1.09213,2024-08-08 15:00:00,1.08966,TIMEOUT,10.0,1.0871300000000002,1.1113799999999996,-0.024699999999999722,-2.261635519580977,20,4/4 conditions met: Gamma/OI detected (186); Gamma/OI detected (186); Gamma/OI detected (186),"Gamma, OI, Pin, Dealer, Expiry",4,CLOSED_TIMEOUT
Fusion Node—Liquidity + Gamma + Time,Highest,2024-08-08 10:00:00,1.09389,2024-08-08 15:00:00,1.08966,STOP_LOSS,10.0,1.0908900000000001,1.1082899999999996,-0.04229999999999956,-3.8669336039272286,5,4/4 conditions met: Key time window (hour: 10.0); Gamma/OI detected (288); Key time window (hour: 10.0),"Fusion, Gamma, Liquidity, Time, Confluence",4,CLOSED_SL
Block Order Footprint Detection,High,2024-08-07 20:00:00,1.09213,2024-08-08 16:00:00,1.08918,TIMEOUT,10.0,1.0871300000000002,1.1096299999999997,-0.02950000000000008,-2.7011436367465484,20,"4/4 conditions met: Large print/block detected (size: 946, vol: 4115); Volume/footprint activity (spike: False, clusters: 3); Gamma/OI detected (60)","Block, Footprint, Breakout, Absorption",4,CLOSED_TIMEOUT
Dark Pool Signature / Block Print Node,High,2024-08-07 20:00:00,1.09213,2024-08-08 16:00:00,1.08918,TIMEOUT,10.0,1.0871300000000002,1.1096299999999997,-0.02950000000000008,-2.7011436367465484,20,"3/4 conditions met: Large print/block detected (size: 946, vol: 4115); Volume/footprint activity (spike: False, clusters: 3); Large print/block detected (size: 946, vol: 4115)","Dark Pool, Block, VWAP, Tape",3,CLOSED_TIMEOUT
