node_name,timestamp,trigger_reason,confidence,entry_price,node_type,tags,workflow_matches,validation_status,meta_total_workflow_steps,meta_matched_conditions,meta_data_row_index,meta_volume,meta_time_of_day
Fusion Node—Liquidity + Gamma + Time,2024-08-02 09:43:30,4/4 conditions met: Key time window (hour: 9.716666666666667); Gamma/OI detected (145); Key time window (hour: 9.716666666666667),Highest,4101.299585112836,Black Box / Microstructure,"Fusion, Gamma, Liquidity, Time, Confluence",4,triggered,4,"[{'step': 1, 'description': 'Overlay all macro liquidity levels (OBs, FVGs, session levels).', 'reason': 'Key time window (hour: 9.716666666666667)'}, {'step': 2, 'description': 'Mark gamma pins and major expiry levels.', 'reason': 'Gamma/OI detected (145)'}, {'step': 3, 'description': 'Identify exact time window (e.g., 10am, 2:30pm) for confluence.', 'reason': 'Key time window (hour: 9.716666666666667)'}, {'step': 4, 'description': 'Enter only at full alignment; size up and exit on strong reaction.', 'reason': 'Multiple factor confluence (2 factors)'}]",27,5777,9.716666666666667
Gamma Pin / Dealer Magnet Edge,2024-08-02 09:43:30,4/4 conditions met: Gamma/OI detected (145); Gamma/OI detected (145); Gamma/OI detected (145),High (with data),4101.299585112836,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (145)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (145)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (145)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (145)'}]",27,5777,9.716666666666667
Fusion Node—Liquidity + Gamma + Time,2024-08-02 09:44:00,4/4 conditions met: Key time window (hour: 9.733333333333333); Gamma/OI detected (687); Key time window (hour: 9.733333333333333),Highest,4101.179457374852,Black Box / Microstructure,"Fusion, Gamma, Liquidity, Time, Confluence",4,triggered,4,"[{'step': 1, 'description': 'Overlay all macro liquidity levels (OBs, FVGs, session levels).', 'reason': 'Key time window (hour: 9.733333333333333)'}, {'step': 2, 'description': 'Mark gamma pins and major expiry levels.', 'reason': 'Gamma/OI detected (687)'}, {'step': 3, 'description': 'Identify exact time window (e.g., 10am, 2:30pm) for confluence.', 'reason': 'Key time window (hour: 9.733333333333333)'}, {'step': 4, 'description': 'Enter only at full alignment; size up and exit on strong reaction.', 'reason': 'Multiple factor confluence (2 factors)'}]",28,4733,9.733333333333333
Gamma Pin / Dealer Magnet Edge,2024-08-02 09:44:00,4/4 conditions met: Gamma/OI detected (687); Gamma/OI detected (687); Gamma/OI detected (687),High (with data),4101.179457374852,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (687)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (687)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (687)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (687)'}]",28,4733,9.733333333333333
Fusion Node—Liquidity + Gamma + Time,2024-08-02 09:44:30,4/4 conditions met: Key time window (hour: 9.733333333333333); Gamma/OI detected (167); Key time window (hour: 9.733333333333333),Highest,4101.121118624894,Black Box / Microstructure,"Fusion, Gamma, Liquidity, Time, Confluence",4,triggered,4,"[{'step': 1, 'description': 'Overlay all macro liquidity levels (OBs, FVGs, session levels).', 'reason': 'Key time window (hour: 9.733333333333333)'}, {'step': 2, 'description': 'Mark gamma pins and major expiry levels.', 'reason': 'Gamma/OI detected (167)'}, {'step': 3, 'description': 'Identify exact time window (e.g., 10am, 2:30pm) for confluence.', 'reason': 'Key time window (hour: 9.733333333333333)'}, {'step': 4, 'description': 'Enter only at full alignment; size up and exit on strong reaction.', 'reason': 'Multiple factor confluence (2 factors)'}]",29,7931,9.733333333333333
Gamma Pin / Dealer Magnet Edge,2024-08-02 09:44:30,4/4 conditions met: Gamma/OI detected (167); Gamma/OI detected (167); Gamma/OI detected (167),High (with data),4101.121118624894,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (167)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (167)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (167)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (167)'}]",29,7931,9.733333333333333
Fusion Node—Liquidity + Gamma + Time,2024-08-02 09:45:00,4/4 conditions met: Key time window (hour: 9.75); Gamma/OI detected (609); Key time window (hour: 9.75),Highest,4101.000777302448,Black Box / Microstructure,"Fusion, Gamma, Liquidity, Time, Confluence",4,triggered,4,"[{'step': 1, 'description': 'Overlay all macro liquidity levels (OBs, FVGs, session levels).', 'reason': 'Key time window (hour: 9.75)'}, {'step': 2, 'description': 'Mark gamma pins and major expiry levels.', 'reason': 'Gamma/OI detected (609)'}, {'step': 3, 'description': 'Identify exact time window (e.g., 10am, 2:30pm) for confluence.', 'reason': 'Key time window (hour: 9.75)'}, {'step': 4, 'description': 'Enter only at full alignment; size up and exit on strong reaction.', 'reason': 'Multiple factor confluence (2 factors)'}]",30,6510,9.75
Gamma Pin / Dealer Magnet Edge,2024-08-02 09:45:00,4/4 conditions met: Gamma/OI detected (609); Gamma/OI detected (609); Gamma/OI detected (609),High (with data),4101.000777302448,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (609)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (609)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (609)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (609)'}]",30,6510,9.75
Fusion Node—Liquidity + Gamma + Time,2024-08-02 09:45:30,3/4 conditions met: Key time window (hour: 9.75); Gamma/OI detected (650); Key time window (hour: 9.75),Highest,4101.3412329393495,Black Box / Microstructure,"Fusion, Gamma, Liquidity, Time, Confluence",3,triggered,4,"[{'step': 1, 'description': 'Overlay all macro liquidity levels (OBs, FVGs, session levels).', 'reason': 'Key time window (hour: 9.75)'}, {'step': 2, 'description': 'Mark gamma pins and major expiry levels.', 'reason': 'Gamma/OI detected (650)'}, {'step': 3, 'description': 'Identify exact time window (e.g., 10am, 2:30pm) for confluence.', 'reason': 'Key time window (hour: 9.75)'}]",31,3202,9.75
Gamma Pin / Dealer Magnet Edge,2024-08-02 09:45:30,4/4 conditions met: Gamma/OI detected (650); Gamma/OI detected (650); Gamma/OI detected (650),High (with data),4101.3412329393495,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (650)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (650)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (650)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (650)'}]",31,3202,9.75
Fusion Node—Liquidity + Gamma + Time,2024-08-02 09:46:00,4/4 conditions met: Key time window (hour: 9.766666666666667); Gamma/OI detected (537); Key time window (hour: 9.766666666666667),Highest,4101.278533494402,Black Box / Microstructure,"Fusion, Gamma, Liquidity, Time, Confluence",4,triggered,4,"[{'step': 1, 'description': 'Overlay all macro liquidity levels (OBs, FVGs, session levels).', 'reason': 'Key time window (hour: 9.766666666666667)'}, {'step': 2, 'description': 'Mark gamma pins and major expiry levels.', 'reason': 'Gamma/OI detected (537)'}, {'step': 3, 'description': 'Identify exact time window (e.g., 10am, 2:30pm) for confluence.', 'reason': 'Key time window (hour: 9.766666666666667)'}, {'step': 4, 'description': 'Enter only at full alignment; size up and exit on strong reaction.', 'reason': 'Multiple factor confluence (2 factors)'}]",32,6255,9.766666666666667
Gamma Pin / Dealer Magnet Edge,2024-08-02 09:46:00,4/4 conditions met: Gamma/OI detected (537); Gamma/OI detected (537); Gamma/OI detected (537),High (with data),4101.278533494402,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (537)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (537)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (537)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (537)'}]",32,6255,9.766666666666667
Block Order Footprint Detection,2024-08-02 09:46:30,"4/4 conditions met: Large print/block detected (size: 0.0, vol: 16270); Volume/footprint activity (spike: True, clusters: 1); Gamma/OI detected (286)",High,4100.976991308611,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",4,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 0.0, vol: 16270)'}, {'step': 2, 'description': 'Enter on expansion after final absorption or “push.”', 'reason': 'Volume/footprint activity (spike: True, clusters: 1)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (286)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 1983)'}]",33,16270,9.766666666666667
Fusion Node—Liquidity + Gamma + Time,2024-08-02 09:46:30,4/4 conditions met: Key time window (hour: 9.766666666666667); Gamma/OI detected (286); Key time window (hour: 9.766666666666667),Highest,4100.976991308611,Black Box / Microstructure,"Fusion, Gamma, Liquidity, Time, Confluence",4,triggered,4,"[{'step': 1, 'description': 'Overlay all macro liquidity levels (OBs, FVGs, session levels).', 'reason': 'Key time window (hour: 9.766666666666667)'}, {'step': 2, 'description': 'Mark gamma pins and major expiry levels.', 'reason': 'Gamma/OI detected (286)'}, {'step': 3, 'description': 'Identify exact time window (e.g., 10am, 2:30pm) for confluence.', 'reason': 'Key time window (hour: 9.766666666666667)'}, {'step': 4, 'description': 'Enter only at full alignment; size up and exit on strong reaction.', 'reason': 'Multiple factor confluence (3 factors)'}]",33,16270,9.766666666666667
Dark Pool Signature / Block Print Node,2024-08-02 09:46:30,"3/4 conditions met: Large print/block detected (size: 0.0, vol: 16270); Volume/footprint activity (spike: True, clusters: 1); Large print/block detected (size: 0.0, vol: 16270)",High,4100.976991308611,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 0.0, vol: 16270)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: True, clusters: 1)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 0.0, vol: 16270)'}]",33,16270,9.766666666666667
Gamma Pin / Dealer Magnet Edge,2024-08-02 09:46:30,4/4 conditions met: Gamma/OI detected (286); Gamma/OI detected (286); Gamma/OI detected (286),High (with data),4100.976991308611,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (286)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (286)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (286)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (286)'}]",33,16270,9.766666666666667
Fusion Node—Liquidity + Gamma + Time,2024-08-02 09:47:00,4/4 conditions met: Key time window (hour: 9.783333333333333); Gamma/OI detected (321); Key time window (hour: 9.783333333333333),Highest,4101.021500291032,Black Box / Microstructure,"Fusion, Gamma, Liquidity, Time, Confluence",4,triggered,4,"[{'step': 1, 'description': 'Overlay all macro liquidity levels (OBs, FVGs, session levels).', 'reason': 'Key time window (hour: 9.783333333333333)'}, {'step': 2, 'description': 'Mark gamma pins and major expiry levels.', 'reason': 'Gamma/OI detected (321)'}, {'step': 3, 'description': 'Identify exact time window (e.g., 10am, 2:30pm) for confluence.', 'reason': 'Key time window (hour: 9.783333333333333)'}, {'step': 4, 'description': 'Enter only at full alignment; size up and exit on strong reaction.', 'reason': 'Multiple factor confluence (2 factors)'}]",34,7496,9.783333333333333
Gamma Pin / Dealer Magnet Edge,2024-08-02 09:47:00,4/4 conditions met: Gamma/OI detected (321); Gamma/OI detected (321); Gamma/OI detected (321),High (with data),4101.021500291032,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (321)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (321)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (321)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (321)'}]",34,7496,9.783333333333333
Block Order Footprint Detection,2024-08-02 09:47:30,"4/4 conditions met: Large print/block detected (size: 0.0, vol: 18000); Volume/footprint activity (spike: True, clusters: 2); Gamma/OI detected (238)",High,4100.627331561037,Black Box / Microstructure,"Block, Footprint, Breakout, Absorption",4,triggered,4,"[{'step': 1, 'description': 'Mark levels with persistent large prints and small net range.', 'reason': 'Large print/block detected (size: 0.0, vol: 18000)'}, {'step': 2, 'description': 'Enter on expansion after final absorption or “push.”', 'reason': 'Volume/footprint activity (spike: True, clusters: 2)'}, {'step': 3, 'description': 'Confirm direction with OI delta or footprint chart.', 'reason': 'Gamma/OI detected (238)'}, {'step': 4, 'description': 'Exit at next liquidity node or risk level.', 'reason': 'Liquidity conditions met (proxy: 2195)'}]",35,18000,9.783333333333333
Fusion Node—Liquidity + Gamma + Time,2024-08-02 09:47:30,4/4 conditions met: Key time window (hour: 9.783333333333333); Gamma/OI detected (238); Key time window (hour: 9.783333333333333),Highest,4100.627331561037,Black Box / Microstructure,"Fusion, Gamma, Liquidity, Time, Confluence",4,triggered,4,"[{'step': 1, 'description': 'Overlay all macro liquidity levels (OBs, FVGs, session levels).', 'reason': 'Key time window (hour: 9.783333333333333)'}, {'step': 2, 'description': 'Mark gamma pins and major expiry levels.', 'reason': 'Gamma/OI detected (238)'}, {'step': 3, 'description': 'Identify exact time window (e.g., 10am, 2:30pm) for confluence.', 'reason': 'Key time window (hour: 9.783333333333333)'}, {'step': 4, 'description': 'Enter only at full alignment; size up and exit on strong reaction.', 'reason': 'Multiple factor confluence (3 factors)'}]",35,18000,9.783333333333333
Dark Pool Signature / Block Print Node,2024-08-02 09:47:30,"3/4 conditions met: Large print/block detected (size: 0.0, vol: 18000); Volume/footprint activity (spike: True, clusters: 2); Large print/block detected (size: 0.0, vol: 18000)",High,4100.627331561037,Black Box / Microstructure,"Dark Pool, Block, VWAP, Tape",3,triggered,4,"[{'step': 1, 'description': 'Monitor time & sales for large prints off-market or odd-lot prints at key levels.', 'reason': 'Large print/block detected (size: 0.0, vol: 18000)'}, {'step': 2, 'description': 'Watch for volume surges with minimal visible size on Level 2.', 'reason': 'Volume/footprint activity (spike: True, clusters: 2)'}, {'step': 4, 'description': 'Log block prints and follow-through for pattern analysis.', 'reason': 'Large print/block detected (size: 0.0, vol: 18000)'}]",35,18000,9.783333333333333
Gamma Pin / Dealer Magnet Edge,2024-08-02 09:47:30,4/4 conditions met: Gamma/OI detected (238); Gamma/OI detected (238); Gamma/OI detected (238),High (with data),4100.627331561037,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (238)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (238)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (238)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (238)'}]",35,18000,9.783333333333333
Fusion Node—Liquidity + Gamma + Time,2024-08-02 09:48:00,4/4 conditions met: Key time window (hour: 9.8); Gamma/OI detected (753); Key time window (hour: 9.8),Highest,4100.489104280038,Black Box / Microstructure,"Fusion, Gamma, Liquidity, Time, Confluence",4,triggered,4,"[{'step': 1, 'description': 'Overlay all macro liquidity levels (OBs, FVGs, session levels).', 'reason': 'Key time window (hour: 9.8)'}, {'step': 2, 'description': 'Mark gamma pins and major expiry levels.', 'reason': 'Gamma/OI detected (753)'}, {'step': 3, 'description': 'Identify exact time window (e.g., 10am, 2:30pm) for confluence.', 'reason': 'Key time window (hour: 9.8)'}, {'step': 4, 'description': 'Enter only at full alignment; size up and exit on strong reaction.', 'reason': 'Multiple factor confluence (2 factors)'}]",36,7389,9.8
Gamma Pin / Dealer Magnet Edge,2024-08-02 09:48:00,4/4 conditions met: Gamma/OI detected (753); Gamma/OI detected (753); Gamma/OI detected (753),High (with data),4100.489104280038,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (753)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (753)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (753)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (753)'}]",36,7389,9.8
Fusion Node—Liquidity + Gamma + Time,2024-08-02 09:48:30,4/4 conditions met: Key time window (hour: 9.8); Gamma/OI detected (496); Key time window (hour: 9.8),Highest,4099.887170255262,Black Box / Microstructure,"Fusion, Gamma, Liquidity, Time, Confluence",4,triggered,4,"[{'step': 1, 'description': 'Overlay all macro liquidity levels (OBs, FVGs, session levels).', 'reason': 'Key time window (hour: 9.8)'}, {'step': 2, 'description': 'Mark gamma pins and major expiry levels.', 'reason': 'Gamma/OI detected (496)'}, {'step': 3, 'description': 'Identify exact time window (e.g., 10am, 2:30pm) for confluence.', 'reason': 'Key time window (hour: 9.8)'}, {'step': 4, 'description': 'Enter only at full alignment; size up and exit on strong reaction.', 'reason': 'Multiple factor confluence (2 factors)'}]",37,5327,9.8
Gamma Pin / Dealer Magnet Edge,2024-08-02 09:48:30,4/4 conditions met: Gamma/OI detected (496); Gamma/OI detected (496); Gamma/OI detected (496),High (with data),4099.887170255262,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (496)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (496)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (496)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (496)'}]",37,5327,9.8
Fusion Node—Liquidity + Gamma + Time,2024-08-02 09:49:00,4/4 conditions met: Key time window (hour: 9.816666666666666); Gamma/OI detected (630); Key time window (hour: 9.816666666666666),Highest,4099.381533045483,Black Box / Microstructure,"Fusion, Gamma, Liquidity, Time, Confluence",4,triggered,4,"[{'step': 1, 'description': 'Overlay all macro liquidity levels (OBs, FVGs, session levels).', 'reason': 'Key time window (hour: 9.816666666666666)'}, {'step': 2, 'description': 'Mark gamma pins and major expiry levels.', 'reason': 'Gamma/OI detected (630)'}, {'step': 3, 'description': 'Identify exact time window (e.g., 10am, 2:30pm) for confluence.', 'reason': 'Key time window (hour: 9.816666666666666)'}, {'step': 4, 'description': 'Enter only at full alignment; size up and exit on strong reaction.', 'reason': 'Multiple factor confluence (2 factors)'}]",38,12288,9.816666666666666
Gamma Pin / Dealer Magnet Edge,2024-08-02 09:49:00,4/4 conditions met: Gamma/OI detected (630); Gamma/OI detected (630); Gamma/OI detected (630),High (with data),4099.381533045483,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (630)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (630)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (630)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (630)'}]",38,12288,9.816666666666666
Fusion Node—Liquidity + Gamma + Time,2024-08-02 09:49:30,3/4 conditions met: Key time window (hour: 9.816666666666666); Gamma/OI detected (296); Key time window (hour: 9.816666666666666),Highest,4099.150905292657,Black Box / Microstructure,"Fusion, Gamma, Liquidity, Time, Confluence",3,triggered,4,"[{'step': 1, 'description': 'Overlay all macro liquidity levels (OBs, FVGs, session levels).', 'reason': 'Key time window (hour: 9.816666666666666)'}, {'step': 2, 'description': 'Mark gamma pins and major expiry levels.', 'reason': 'Gamma/OI detected (296)'}, {'step': 3, 'description': 'Identify exact time window (e.g., 10am, 2:30pm) for confluence.', 'reason': 'Key time window (hour: 9.816666666666666)'}]",39,3197,9.816666666666666
Gamma Pin / Dealer Magnet Edge,2024-08-02 09:49:30,4/4 conditions met: Gamma/OI detected (296); Gamma/OI detected (296); Gamma/OI detected (296),High (with data),4099.150905292657,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (296)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (296)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (296)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (296)'}]",39,3197,9.816666666666666
Fusion Node—Liquidity + Gamma + Time,2024-08-02 09:50:00,4/4 conditions met: Key time window (hour: 9.833333333333334); Gamma/OI detected (125); Key time window (hour: 9.833333333333334),Highest,4099.298598608656,Black Box / Microstructure,"Fusion, Gamma, Liquidity, Time, Confluence",4,triggered,4,"[{'step': 1, 'description': 'Overlay all macro liquidity levels (OBs, FVGs, session levels).', 'reason': 'Key time window (hour: 9.833333333333334)'}, {'step': 2, 'description': 'Mark gamma pins and major expiry levels.', 'reason': 'Gamma/OI detected (125)'}, {'step': 3, 'description': 'Identify exact time window (e.g., 10am, 2:30pm) for confluence.', 'reason': 'Key time window (hour: 9.833333333333334)'}, {'step': 4, 'description': 'Enter only at full alignment; size up and exit on strong reaction.', 'reason': 'Multiple factor confluence (2 factors)'}]",40,4930,9.833333333333334
Gamma Pin / Dealer Magnet Edge,2024-08-02 09:50:00,4/4 conditions met: Gamma/OI detected (125); Gamma/OI detected (125); Gamma/OI detected (125),High (with data),4099.298598608656,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (125)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (125)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (125)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (125)'}]",40,4930,9.833333333333334
Fusion Node—Liquidity + Gamma + Time,2024-08-02 09:50:30,4/4 conditions met: Key time window (hour: 9.833333333333334); Gamma/OI detected (203); Key time window (hour: 9.833333333333334),Highest,4099.332872264894,Black Box / Microstructure,"Fusion, Gamma, Liquidity, Time, Confluence",4,triggered,4,"[{'step': 1, 'description': 'Overlay all macro liquidity levels (OBs, FVGs, session levels).', 'reason': 'Key time window (hour: 9.833333333333334)'}, {'step': 2, 'description': 'Mark gamma pins and major expiry levels.', 'reason': 'Gamma/OI detected (203)'}, {'step': 3, 'description': 'Identify exact time window (e.g., 10am, 2:30pm) for confluence.', 'reason': 'Key time window (hour: 9.833333333333334)'}, {'step': 4, 'description': 'Enter only at full alignment; size up and exit on strong reaction.', 'reason': 'Multiple factor confluence (2 factors)'}]",41,6582,9.833333333333334
Gamma Pin / Dealer Magnet Edge,2024-08-02 09:50:30,4/4 conditions met: Gamma/OI detected (203); Gamma/OI detected (203); Gamma/OI detected (203),High (with data),4099.332872264894,Black Box / Microstructure,"Gamma, OI, Pin, Dealer, Expiry",4,triggered,4,"[{'step': 1, 'description': 'Download OI/gamma by strike for main asset (SPX, NQ, ES, etc.).', 'reason': 'Gamma/OI detected (203)'}, {'step': 2, 'description': 'Overlay strike OI on price/time chart.', 'reason': 'Gamma/OI detected (203)'}, {'step': 3, 'description': 'Fade mean-reverting moves toward pin strike pre-expiry.', 'reason': 'Gamma/OI detected (203)'}, {'step': 4, 'description': 'Trade trend breakout post-expiry as dealer gamma flips/unwinds.', 'reason': 'Gamma/OI detected (203)'}]",41,6582,9.833333333333334
Fusion Node—Liquidity + Gamma + Time,2024-08-02 09:51:00,3/4 conditions met: Key time window (hour: 9.85); Gamma/OI detected (705); Key time window (hour: 9.85),Highest,4099.309742608416,Black Box / Microstructure,"Fusion, Gamma, Liquidity, Time, Confluence",3,triggered,4,"[{'step': 1, 'description': 'Overlay all macro liquidity levels (OBs, FVGs, session levels).', 'reason': 'Key time window (hour: 9.85)'}, {'step': 2, 'description': 'Mark gamma pins and major expiry levels.', 'reason': 'Gamma/OI detected (705)'}, {'step': 3, 'description': 'Identify exact time window (e.g., 10am, 2:30pm) for confluence.', 'reason': 'Key time window (hour: 9.85)'}]",42,3608,9.85
